Carrier,Specialty,County,nproviders
Cigna,022 Radiation Oncology,JEFFERSON,9
Cigna,029 Psychiatry,DOUGLAS,9
Cigna,029 Psychiatry,MESA,9
Cigna,033 Urology,BOULDER,9
Cigna,047 Diagnostic Radiology (free-standing; hospital outpatient; ambulatory health facilities with Dx Radiology),DENVER,9
Cigna,102 Licensed Clinical Social Workers,ROUTT,9
Cigna, 016 Gynecology (OB/GYN),DENVER,8
Cigna, 034 Vascular Surgery,JEFFERSON,8
Cigna, 035 Cardiothoracic Surgery,JEFFERSON,8
Cigna, 101 Pediatrics - Routine/Primary Care,DOUGLAS,8
Cigna,000 OTHER,KIT CARSON,8
Cigna,000 OTHER,TELLER,8
Cigna,005 Primary Care - Physician Assistant,EAGLE,8
Cigna,005 Primary Care - Physician Assistant,PUEBLO,8
Cigna,007 Allergy and Immunology,LARIMER,8
Cigna,008 Cardiovascular Disease,KIT CARSON,8
Cigna,008 Cardiovascular Disease,LA PLATA,8
Cigna,015 General Surgery,EL PASO,8
Cigna,023 Ophthalmology,ADAMS,8
Cigna,023 Ophthalmology,MESA,8
Cigna,041 Cardiac Surgery Program,DENVER,8
Cigna,101 Pediatrics - Routine/Primary Care,EL PASO,8
Cigna,102 Licensed Clinical Social Workers,CHAFFEE,8
Cigna,102 Licensed Clinical Social Workers,EAGLE,8
Cigna,103 Psychology,FREMONT,8
Cigna,103 Psychology,MONTROSE,8
Cigna, 003 Internal Medicine,ADAMS,7
Cigna, 004 Geriatrics,ARAPAHOE,7
Cigna, 017 Infectious Diseases,ARAPAHOE,7
Cigna, 027 Plastic Surgery,DENVER,7
Cigna, 034 Vascular Surgery,BOULDER,7
Cigna,000 OTHER,CHEYENNE,7
Cigna,000 OTHER,ELBERT,7
Cigna,000 OTHER,LINCOLN,7
Cigna,000 OTHER,PHILLIPS,7
Cigna,000 OTHER,SEDGWICK,7
Cigna,000 OTHER,WASHINGTON,7
Cigna,003 Internal Medicine,MESA,7
Cigna,007 Allergy and Immunology,WELD,7
Cigna,017 Infectious Diseases,DOUGLAS,7
Cigna,026 Physical Medicine & Rehabilitation,LARIMER,7
Cigna,031 Rheumatology,BROOMFIELD,7
Cigna,031 Rheumatology,JEFFERSON,7
Cigna,041 Cardiac Surgery Program,ARAPAHOE,7
Cigna,049 Physical Therapy (individual physical therapists providing care in Free-standing; hospital outpatient and ambulatory health care facilities),JEFFERSON,7
Cigna,103 Psychology,LAKE,7
Cigna,103 Psychology,MOFFAT,7
Cigna,103 Psychology,ROUTT,7
Cigna, 004 Geriatrics,BROOMFIELD,6
Cigna, 007 Allergy and Immunology,JEFFERSON,6
Cigna, 008 Cardiovascular Disease,DOUGLAS,6
Cigna, 019 Neurology,BOULDER,6
Cigna, 021 Medical Oncology & Surgical Oncology,ARAPAHOE,6
Cigna, 022 Radiation Oncology,ADAMS,6
Cigna, 026 Physical Medicine & Rehabilitation,JEFFERSON,6
Cigna, 030 Pulmonology,YUMA,6
Cigna, 057 Ambulatory Health Care Facilities - Infusion Therapy/Oncology/Radiology,DENVER,6
Cigna, 101 Pediatrics - Routine/Primary Care,BOULDER,6
Cigna, 103 Psychology,JEFFERSON,6
Cigna,000 OTHER,MOFFAT,6
Cigna,005 Primary Care - Physician Assistant,EL PASO,6
Cigna,006 Primary Care - Nurse Practitioner,GARFIELD,6
Cigna,012 Endocrinology,BOULDER,6
Cigna,020 Neurological Surgery,DENVER,6
Cigna,022 Radiation Oncology,ADAMS,6
Cigna,027 Plastic Surgery,ARAPAHOE,6
Cigna,030 Pulmonology,ADAMS,6
Cigna,031 Rheumatology,LARIMER,6
Cigna,035 Cardiothoracic Surgery,DENVER,6
Cigna,102 Licensed Clinical Social Workers,FREMONT,6
Cigna,103 Psychology,DELTA,6
Cigna,103 Psychology,PARK,6
Cigna,103 Psychology,SUMMIT,6
Cigna, 003 Internal Medicine,BROOMFIELD,5
Cigna, 004 Geriatrics,DOUGLAS,5
Cigna, 014 Gastroenterology,ADAMS,5
Cigna, 014 Gastroenterology,DENVER,5
Cigna, 019 Neurology,JEFFERSON,5
Cigna, 035 Cardiothoracic Surgery,DENVER,5
Cigna,000 OTHER,MONTEZUMA,5
Cigna,000 OTHER,MONTROSE,5
Cigna,001 General Practice,JEFFERSON,5
Cigna,002 Family Medicine,ALAMOSA,5
Cigna,003 Internal Medicine,PUEBLO,5
Cigna,006 Primary Care - Nurse Practitioner,KIT CARSON,5
Cigna,006 Primary Care - Nurse Practitioner,PUEBLO,5
Cigna,012 Endocrinology,JEFFERSON,5
Cigna,016 Gynecology (OB/GYN),BROOMFIELD,5
Cigna,016 Gynecology (OB/GYN),WELD,5
Cigna,017 Infectious Diseases,JEFFERSON,5
Cigna,018 Nephrology,DOUGLAS,5
Cigna,019 Neurology,PITKIN,5
Cigna,021 Medical Oncology & Surgical Oncology,WELD,5
Cigna,022 Radiation Oncology,DOUGLAS,5
Cigna,031 Rheumatology,ARAPAHOE,5
Cigna,034 Vascular Surgery,MESA,5
Cigna,049 Physical Therapy (individual physical therapists providing care in Free-standing; hospital outpatient and ambulatory health care facilities),DENVER,5
Cigna,101 Pediatrics - Routine/Primary Care,BROOMFIELD,5
Cigna,102 Licensed Clinical Social Workers,ELBERT,5
Cigna,102 Licensed Clinical Social Workers,LINCOLN,5
Cigna,103 Psychology,ARCHULETA,5
Cigna, 003 Internal Medicine,EL PASO,4
Cigna, 007 Allergy and Immunology,BOULDER,4
Cigna, 008 Cardiovascular Disease,MESA,4
Cigna, 011 Dermatology,JEFFERSON,4
Cigna, 015 General Surgery,JEFFERSON,4
Cigna, 017 Infectious Diseases,DENVER,4
Cigna, 025 Orthopedic Surgery,ARAPAHOE,4
Cigna, 029 Psychiatry,BOULDER,4
Cigna, 031 Rheumatology,DENVER,4
Cigna, 057 Ambulatory Health Care Facilities - Infusion Therapy/Oncology/Radiology,DOUGLAS,4
Cigna, 101 Pediatrics - Routine/Primary Care,MORGAN,4
Cigna,000 OTHER,LAS ANIMAS,4
Cigna,000 OTHER,ROUTT,4
Cigna,002 Family Medicine,PUEBLO,4
Cigna,002 Family Medicine,WELD,4
Cigna,004 Geriatrics,DENVER,4
Cigna,004 Geriatrics,JEFFERSON,4
Cigna,005 Primary Care - Physician Assistant,GARFIELD,4
Cigna,005 Primary Care - Physician Assistant,KIT CARSON,4
Cigna,011 Dermatology,JEFFERSON,4
Cigna,016 Gynecology (OB/GYN),LA PLATA,4
Cigna,016 Gynecology (OB/GYN),MORGAN,4
Cigna,019 Neurology,ADAMS,4
Cigna,020 Neurological Surgery,DOUGLAS,4
Cigna,021 Medical Oncology & Surgical Oncology,LARIMER,4
Cigna,022 Radiation Oncology,EL PASO,4
Cigna,025 Orthopedic Surgery,EL PASO,4
Cigna,025 Orthopedic Surgery,WELD,4
Cigna,033 Urology,ADAMS,4
Cigna,041 Cardiac Surgery Program,ADAMS,4
Cigna,045 Surgical Services (Ambulatory Surgical Centers and Outpatient Hospital),ADAMS,4
Cigna,047 Diagnostic Radiology (free-standing; hospital outpatient; ambulatory health facilities with Dx Radiology),ARAPAHOE,4
Cigna,049 Physical Therapy (individual physical therapists providing care in Free-standing; hospital outpatient and ambulatory health care facilities),ADAMS,4
Cigna,102 Licensed Clinical Social Workers,GRAND,4
Cigna,102 Licensed Clinical Social Workers,MONTEZUMA,4
Cigna,102 Licensed Clinical Social Workers,MORGAN,4
Cigna,103 Psychology,GRAND,4
Cigna,103 Psychology,MONTEZUMA,4
Cigna,103 Psychology,PITKIN,4
Cigna, 001 General Practice,ARAPAHOE,3
Cigna, 002 Family Medicine,ARAPAHOE,3
Cigna, 002 Family Medicine,DENVER,3
Cigna, 002 Family Medicine,EL PASO,3
Cigna, 002 Family Medicine,JEFFERSON,3
Cigna, 006 Primary Care - Nurse Practitioner,ARAPAHOE,3
Cigna, 006 Primary Care - Nurse Practitioner,DENVER,3
Cigna, 011 Dermatology,DENVER,3
Cigna, 012 Endocrinology,ARAPAHOE,3
Cigna, 012 Endocrinology,DENVER,3
Cigna, 014 Gastroenterology,BROOMFIELD,3
Cigna, 014 Gastroenterology,DOUGLAS,3
Cigna, 016 Gynecology (OB/GYN),EL PASO,3
Cigna, 017 Infectious Diseases,DOUGLAS,3
Cigna, 017 Infectious Diseases,JEFFERSON,3
Cigna, 018 Nephrology,ARAPAHOE,3
Cigna, 018 Nephrology,DOUGLAS,3
Cigna, 018 Nephrology,JEFFERSON,3
Cigna, 019 Neurology,ARAPAHOE,3
Cigna, 019 Neurology,DENVER,3
Cigna, 019 Neurology,EL PASO,3
Cigna, 021 Medical Oncology & Surgical Oncology,CHAFFEE,3
Cigna, 021 Medical Oncology & Surgical Oncology,ROUTT,3
Cigna, 022 Radiation Oncology,ARAPAHOE,3
Cigna, 022 Radiation Oncology,EAGLE,3
Cigna, 034 Vascular Surgery,DOUGLAS,3
Cigna, 035 Cardiothoracic Surgery,ADAMS,3
Cigna, 041 Cardiac Surgery Program,DENVER,3
Cigna, 057 Ambulatory Health Care Facilities - Infusion Therapy/Oncology/Radiology,ARAPAHOE,3
Cigna, 103 Psychology,MESA,3
Cigna,002 Family Medicine,LARIMER,3
Cigna,002 Family Medicine,MESA,3
Cigna,003 Internal Medicine,ROUTT,3
Cigna,005 Primary Care - Physician Assistant,LARIMER,3
Cigna,005 Primary Care - Physician Assistant,MESA,3
Cigna,005 Primary Care - Physician Assistant,WELD,3
Cigna,008 Cardiovascular Disease,SUMMIT,3
Cigna,010 Chiropracty,EL PASO,3
Cigna,012 Endocrinology,ADAMS,3
Cigna,016 Gynecology (OB/GYN),ALAMOSA,3
Cigna,016 Gynecology (OB/GYN),CHAFFEE,3
Cigna,016 Gynecology (OB/GYN),GARFIELD,3
Cigna,016 Gynecology (OB/GYN),OTERO,3
Cigna,019 Neurology,LA PLATA,3
Cigna,020 Neurological Surgery,ARAPAHOE,3
Cigna,020 Neurological Surgery,CHAFFEE,3
Cigna,020 Neurological Surgery,EL PASO,3
Cigna,023 Ophthalmology,EL PASO,3
Cigna,026 Physical Medicine & Rehabilitation,EL PASO,3
Cigna,027 Plastic Surgery,DOUGLAS,3
Cigna,028 Podiatry,BROOMFIELD,3
Cigna,028 Podiatry,GRAND,3
Cigna,029 Psychiatry,GARFIELD,3
Cigna,029 Psychiatry,MORGAN,3
Cigna,029 Psychiatry,SUMMIT,3
Cigna,029 Psychiatry,YUMA,3
Cigna,030 Pulmonology,JEFFERSON,3
Cigna,035 Cardiothoracic Surgery,ARAPAHOE,3
Cigna,041 Cardiac Surgery Program,JEFFERSON,3
Cigna,045 Surgical Services (Ambulatory Surgical Centers and Outpatient Hospital),BROOMFIELD,3
Cigna,049 Physical Therapy (individual physical therapists providing care in Free-standing; hospital outpatient and ambulatory health care facilities),LARIMER,3
Cigna,050 Occupational Therapist,ARAPAHOE,3
Cigna,050 Occupational Therapist,DENVER,3
Cigna,057 Ambulatory Health Care Facilities - Infusion Therapy/Oncology/Radiology,ARAPAHOE,3
Cigna,057 Ambulatory Health Care Facilities - Infusion Therapy/Oncology/Radiology,JEFFERSON,3
Cigna,101 Pediatrics - Routine/Primary Care,EAGLE,3
Cigna,102 Licensed Clinical Social Workers,MONTROSE,3
Cigna,102 Licensed Clinical Social Workers,PARK,3
Cigna,102 Licensed Clinical Social Workers,RIO BLANCO,3
Cigna,102 Licensed Clinical Social Workers,TELLER,3
Cigna,103 Psychology,ALAMOSA,3
Cigna,103 Psychology,OTERO,3
Cigna, 002 Family Medicine,ADAMS,2
Cigna, 002 Family Medicine,BOULDER,2
Cigna, 003 Internal Medicine,PUEBLO,2
Cigna, 004 Geriatrics,BOULDER,2
Cigna, 007 Allergy and Immunology,ADAMS,2
Cigna, 007 Allergy and Immunology,ARAPAHOE,2
Cigna, 008 Cardiovascular Disease,GARFIELD,2
Cigna, 010 Chiropracty,DENVER,2
Cigna, 010 Chiropracty,JEFFERSON,2
Cigna, 011 Dermatology,ARAPAHOE,2
Cigna, 012 Endocrinology,ADAMS,2
Cigna, 014 Gastroenterology,BOULDER,2
Cigna, 015 General Surgery,BOULDER,2
Cigna, 015 General Surgery,GARFIELD,2
Cigna, 016 Gynecology (OB/GYN),ARAPAHOE,2
Cigna, 017 Infectious Diseases,BOULDER,2
Cigna, 019 Neurology,BROOMFIELD,2
Cigna, 019 Neurology,DOUGLAS,2
Cigna, 021 Medical Oncology & Surgical Oncology,DOUGLAS,2
Cigna, 022 Radiation Oncology,BOULDER,2
Cigna, 025 Orthopedic Surgery,BOULDER,2
Cigna, 025 Orthopedic Surgery,BROOMFIELD,2
Cigna, 025 Orthopedic Surgery,DOUGLAS,2
Cigna, 026 Physical Medicine & Rehabilitation,BROOMFIELD,2
Cigna, 026 Physical Medicine & Rehabilitation,DOUGLAS,2
Cigna, 027 Plastic Surgery,BOULDER,2
Cigna, 027 Plastic Surgery,BROOMFIELD,2
Cigna, 027 Plastic Surgery,JEFFERSON,2
Cigna, 029 Psychiatry,GARFIELD,2
Cigna, 030 Pulmonology,EL PASO,2
Cigna, 031 Rheumatology,DOUGLAS,2
Cigna, 033 Urology,JEFFERSON,2
Cigna, 035 Cardiothoracic Surgery,ARAPAHOE,2
Cigna, 035 Cardiothoracic Surgery,BOULDER,2
Cigna, 035 Cardiothoracic Surgery,EL PASO,2
Cigna, 045 Surgical Services (Ambulatory Surgical Centers and Outpatient Hospital),ARAPAHOE,2
Cigna, 045 Surgical Services (Ambulatory Surgical Centers and Outpatient Hospital),DENVER,2
Cigna, 049 Physical Therapy (individual physical therapists providing care in Free-standing; hospital outpatient and ambulatory health care facilities),ARAPAHOE,2
Cigna, 049 Physical Therapy (individual physical therapists providing care in Free-standing; hospital outpatient and ambulatory health care facilities),DOUGLAS,2
Cigna, 057 Ambulatory Health Care Facilities - Infusion Therapy/Oncology/Radiology,EL PASO,2
Cigna, 101 Pediatrics - Routine/Primary Care,EL PASO,2
Cigna, 101 Pediatrics - Routine/Primary Care,JEFFERSON,2
Cigna, 101 Pediatrics - Routine/Primary Care,LAS ANIMAS,2
Cigna, 103 Psychology,BOULDER,2
Cigna,000 OTHER,ALAMOSA,2
Cigna,000 OTHER,CHAFFEE,2
Cigna,000 OTHER,OTERO,2
Cigna,000 OTHER,PARK,2
Cigna,000 OTHER,PITKIN,2
Cigna,001 General Practice,DENVER,2
Cigna,002 Family Medicine,LA PLATA,2
Cigna,003 Internal Medicine,EAGLE,2
Cigna,003 Internal Medicine,GARFIELD,2
Cigna,003 Internal Medicine,LARIMER,2
Cigna,003 Internal Medicine,LAS ANIMAS,2
Cigna,003 Internal Medicine,WELD,2
Cigna,004 Geriatrics,ADAMS,2
Cigna,005 Primary Care - Physician Assistant,MORGAN,2
Cigna,005 Primary Care - Physician Assistant,YUMA,2
Cigna,006 Primary Care - Nurse Practitioner,LARIMER,2
Cigna,008 Cardiovascular Disease,MORGAN,2
Cigna,012 Endocrinology,EAGLE,2
Cigna,013 ENT/Otolaryngology,WELD,2
Cigna,014 Gastroenterology,LARIMER,2
Cigna,014 Gastroenterology,MESA,2
Cigna,015 General Surgery,BROOMFIELD,2
Cigna,015 General Surgery,LOGAN,2
Cigna,016 Gynecology (OB/GYN),MESA,2
Cigna,016 Gynecology (OB/GYN),MONTEZUMA,2
Cigna,016 Gynecology (OB/GYN),PROWERS,2
Cigna,016 Gynecology (OB/GYN),PUEBLO,2
Cigna,019 Neurology,BROOMFIELD,2
Cigna,020 Neurological Surgery,BOULDER,2
Cigna,021 Medical Oncology & Surgical Oncology,EAGLE,2
Cigna,021 Medical Oncology & Surgical Oncology,LOGAN,2
Cigna,021 Medical Oncology & Surgical Oncology,ROUTT,2
Cigna,023 Ophthalmology,BROOMFIELD,2
Cigna,025 Orthopedic Surgery,EAGLE,2
Cigna,025 Orthopedic Surgery,YUMA,2
Cigna,029 Psychiatry,EAGLE,2
Cigna,029 Psychiatry,GRAND,2
Cigna,029 Psychiatry,ROUTT,2
Cigna,030 Pulmonology,DOUGLAS,2
Cigna,033 Urology,BROOMFIELD,2
Cigna,035 Cardiothoracic Surgery,ADAMS,2
Cigna,035 Cardiothoracic Surgery,BOULDER,2
Cigna,041 Cardiac Surgery Program,CONEJOS,2
Cigna,041 Cardiac Surgery Program,EAGLE,2
Cigna,045 Surgical Services (Ambulatory Surgical Centers and Outpatient Hospital),PITKIN,2
Cigna,047 Diagnostic Radiology (free-standing; hospital outpatient; ambulatory health facilities with Dx Radiology),BOULDER,2
Cigna,047 Diagnostic Radiology (free-standing; hospital outpatient; ambulatory health facilities with Dx Radiology),JEFFERSON,2
Cigna,049 Physical Therapy (individual physical therapists providing care in Free-standing; hospital outpatient and ambulatory health care facilities),DOUGLAS,2
Cigna,057 Ambulatory Health Care Facilities - Infusion Therapy/Oncology/Radiology,ADAMS,2
Cigna,057 Ambulatory Health Care Facilities - Infusion Therapy/Oncology/Radiology,BOULDER,2
Cigna,102 Licensed Clinical Social Workers,ARCHULETA,2
Cigna,102 Licensed Clinical Social Workers,LAKE,2
Cigna,102 Licensed Clinical Social Workers,LAS ANIMAS,2
Cigna,102 Licensed Clinical Social Workers,LOGAN,2
Cigna,102 Licensed Clinical Social Workers,OURAY,2
Cigna,102 Licensed Clinical Social Workers,PITKIN,2
Cigna,102 Licensed Clinical Social Workers,SEDGWICK,2
Cigna,102 Licensed Clinical Social Workers,SUMMIT,2
Cigna,102 Licensed Clinical Social Workers,WASHINGTON,2
Cigna,102 Licensed Clinical Social Workers,YUMA,2
Cigna,103 Psychology,CLEAR CREEK,2
Cigna,103 Psychology,CONEJOS,2
Cigna,103 Psychology,PROWERS,2
Cigna, 001 General Practice,ADAMS,1
Cigna, 001 General Practice,JEFFERSON,1
Cigna, 002 Family Medicine,BROOMFIELD,1
Cigna, 002 Family Medicine,DOUGLAS,1
Cigna, 002 Family Medicine,LARIMER,1
Cigna, 002 Family Medicine,TELLER,1
Cigna, 002 Family Medicine,WELD,1
Cigna, 003 Internal Medicine,LARIMER,1
Cigna, 003 Internal Medicine,PROWERS,1
Cigna, 003 Internal Medicine,WELD,1
Cigna, 003 Internal Medicine,YUMA,1
Cigna, 005 Primary Care - Physician Assistant,DENVER,1
Cigna, 005 Primary Care - Physician Assistant,JEFFERSON,1
Cigna, 006 Primary Care - Nurse Practitioner,JEFFERSON,1
Cigna, 007 Allergy and Immunology,DENVER,1
Cigna, 008 Cardiovascular Disease,BACA,1
Cigna, 008 Cardiovascular Disease,EAGLE,1
Cigna, 008 Cardiovascular Disease,LA PLATA,1
Cigna, 008 Cardiovascular Disease,RIO GRANDE,1
Cigna, 010 Chiropracty,ADAMS,1
Cigna, 010 Chiropracty,ARAPAHOE,1
Cigna, 011 Dermatology,ADAMS,1
Cigna, 011 Dermatology,LARIMER,1
Cigna, 011 Dermatology,WELD,1
Cigna, 012 Endocrinology,BOULDER,1
Cigna, 012 Endocrinology,DOUGLAS,1
Cigna, 012 Endocrinology,JEFFERSON,1
Cigna, 013 ENT/Otolaryngology,DENVER,1
Cigna, 013 ENT/Otolaryngology,DOUGLAS,1
Cigna, 015 General Surgery,ADAMS,1
Cigna, 015 General Surgery,CHAFFEE,1
Cigna, 015 General Surgery,DELTA,1
Cigna, 015 General Surgery,DENVER,1
Cigna, 016 Gynecology (OB/GYN),ADAMS,1
Cigna, 016 Gynecology (OB/GYN),BOULDER,1
Cigna, 017 Infectious Diseases,ADAMS,1
Cigna, 018 Nephrology,BOULDER,1
Cigna, 019 Neurology,ADAMS,1
Cigna, 021 Medical Oncology & Surgical Oncology,ADAMS,1
Cigna, 021 Medical Oncology & Surgical Oncology,CUSTER,1
Cigna, 021 Medical Oncology & Surgical Oncology,DELTA,1
Cigna, 021 Medical Oncology & Surgical Oncology,EAGLE,1
Cigna, 021 Medical Oncology & Surgical Oncology,LAKE,1
Cigna, 021 Medical Oncology & Surgical Oncology,LARIMER,1
Cigna, 021 Medical Oncology & Surgical Oncology,MONTEZUMA,1
Cigna, 022 Radiation Oncology,DOUGLAS,1
Cigna, 022 Radiation Oncology,JEFFERSON,1
Cigna, 022 Radiation Oncology,LARIMER,1
Cigna, 022 Radiation Oncology,LOGAN,1
Cigna, 022 Radiation Oncology,WELD,1
Cigna, 025 Orthopedic Surgery,ADAMS,1
Cigna, 025 Orthopedic Surgery,JEFFERSON,1
Cigna, 026 Physical Medicine & Rehabilitation,ALAMOSA,1
Cigna, 026 Physical Medicine & Rehabilitation,BOULDER,1
Cigna, 026 Physical Medicine & Rehabilitation,CONEJOS,1
Cigna, 027 Plastic Surgery,ADAMS,1
Cigna, 027 Plastic Surgery,ARAPAHOE,1
Cigna, 027 Plastic Surgery,DOUGLAS,1
Cigna, 029 Psychiatry,ADAMS,1
Cigna, 030 Pulmonology,BROOMFIELD,1
Cigna, 030 Pulmonology,MESA,1
Cigna, 030 Pulmonology,WELD,1
Cigna, 034 Vascular Surgery,CHAFFEE,1
Cigna, 035 Cardiothoracic Surgery,CHAFFEE,1
Cigna, 035 Cardiothoracic Surgery,EAGLE,1
Cigna, 035 Cardiothoracic Surgery,MESA,1
Cigna, 041 Cardiac Surgery Program,ADAMS,1
Cigna, 043 Critical Care Services - Intensive Care Units (ICU),ADAMS,1
Cigna, 045 Surgical Services (Ambulatory Surgical Centers and Outpatient Hospital),EAGLE,1
Cigna, 045 Surgical Services (Ambulatory Surgical Centers and Outpatient Hospital),JEFFERSON,1
Cigna, 049 Physical Therapy (individual physical therapists providing care in Free-standing; hospital outpatient and ambulatory health care facilities),EL PASO,1
Cigna, 049 Physical Therapy (individual physical therapists providing care in Free-standing; hospital outpatient and ambulatory health care facilities),JEFFERSON,1
Cigna, 101 Pediatrics - Routine/Primary Care,LARIMER,1
Cigna, 101 Pediatrics - Routine/Primary Care,WELD,1
Cigna, 102 Licensed Clinical Social Workers,DENVER,1
Cigna, 102 Licensed Clinical Social Workers,LA PLATA,1
Cigna, 103 Psychology,DENVER,1
Cigna, 103 Psychology,PUEBLO,1
Cigna,000 OTHER,DELTA,1
Cigna,000 OTHER,GRAND,1
Cigna,000 OTHER,RIO BLANCO,1
Cigna,002 Family Medicine,CHEYENNE,1
Cigna,002 Family Medicine,CONEJOS,1
Cigna,002 Family Medicine,ELBERT,1
Cigna,002 Family Medicine,GARFIELD,1
Cigna,002 Family Medicine,LINCOLN,1
Cigna,002 Family Medicine,MONTEZUMA,1
Cigna,002 Family Medicine,MORGAN,1
Cigna,002 Family Medicine,OTERO,1
Cigna,002 Family Medicine,TELLER,1
Cigna,002 Family Medicine,YUMA,1
Cigna,003 Internal Medicine,BACA,1
Cigna,003 Internal Medicine,DELTA,1
Cigna,003 Internal Medicine,LA PLATA,1
Cigna,003 Internal Medicine,RIO GRANDE,1
Cigna,003 Internal Medicine,YUMA,1
Cigna,004 Geriatrics,ARAPAHOE,1
Cigna,004 Geriatrics,BROOMFIELD,1
Cigna,005 Primary Care - Physician Assistant,CONEJOS,1
Cigna,005 Primary Care - Physician Assistant,PHILLIPS,1
Cigna,006 Primary Care - Nurse Practitioner,CHAFFEE,1
Cigna,006 Primary Care - Nurse Practitioner,TELLER,1
Cigna,006 Primary Care - Nurse Practitioner,WELD,1
Cigna,007 Allergy and Immunology,LOGAN,1
Cigna,008 Cardiovascular Disease,CONEJOS,1
Cigna,008 Cardiovascular Disease,LARIMER,1
Cigna,008 Cardiovascular Disease,MESA,1
Cigna,008 Cardiovascular Disease,TELLER,1
Cigna,010 Chiropracty,GRAND,1
Cigna,010 Chiropracty,WELD,1
Cigna,011 Dermatology,ADAMS,1
Cigna,011 Dermatology,BROOMFIELD,1
Cigna,011 Dermatology,CHAFFEE,1
Cigna,011 Dermatology,MONTROSE,1
Cigna,013 ENT/Otolaryngology,EL PASO,1
Cigna,014 Gastroenterology,EL PASO,1
Cigna,015 General Surgery,ALAMOSA,1
Cigna,015 General Surgery,CONEJOS,1
Cigna,015 General Surgery,EAGLE,1
Cigna,015 General Surgery,GRAND,1
Cigna,015 General Surgery,KIT CARSON,1
Cigna,015 General Surgery,LARIMER,1
Cigna,015 General Surgery,LINCOLN,1
Cigna,015 General Surgery,PITKIN,1
Cigna,015 General Surgery,ROUTT,1
Cigna,015 General Surgery,WELD,1
Cigna,015 General Surgery,YUMA,1
Cigna,016 Gynecology (OB/GYN),LOGAN,1
Cigna,016 Gynecology (OB/GYN),SUMMIT,1
Cigna,016 Gynecology (OB/GYN),YUMA,1
Cigna,017 Infectious Diseases,BROOMFIELD,1
Cigna,017 Infectious Diseases,EAGLE,1
Cigna,018 Nephrology,EL PASO,1
Cigna,019 Neurology,ARCHULETA,1
Cigna,019 Neurology,EAGLE,1
Cigna,019 Neurology,EL PASO,1
Cigna,019 Neurology,GARFIELD,1
Cigna,019 Neurology,MOFFAT,1
Cigna,019 Neurology,SUMMIT,1
Cigna,020 Neurological Surgery,ADAMS,1
Cigna,020 Neurological Surgery,CUSTER,1
Cigna,020 Neurological Surgery,LAKE,1
Cigna,020 Neurological Surgery,LARIMER,1
Cigna,021 Medical Oncology & Surgical Oncology,EL PASO,1
Cigna,021 Medical Oncology & Surgical Oncology,LA PLATA,1
Cigna,021 Medical Oncology & Surgical Oncology,MESA,1
Cigna,021 Medical Oncology & Surgical Oncology,MORGAN,1
Cigna,022 Radiation Oncology,LARIMER,1
Cigna,022 Radiation Oncology,WELD,1
Cigna,023 Ophthalmology,EAGLE,1
Cigna,023 Ophthalmology,GARFIELD,1
Cigna,025 Orthopedic Surgery,ALAMOSA,1
Cigna,025 Orthopedic Surgery,CONEJOS,1
Cigna,025 Orthopedic Surgery,FREMONT,1
Cigna,025 Orthopedic Surgery,KIT CARSON,1
Cigna,025 Orthopedic Surgery,SUMMIT,1
Cigna,026 Physical Medicine & Rehabilitation,LA PLATA,1
Cigna,027 Plastic Surgery,ADAMS,1
Cigna,027 Plastic Surgery,JEFFERSON,1
Cigna,028 Podiatry,MESA,1
Cigna,029 Psychiatry,ARCHULETA,1
Cigna,029 Psychiatry,CHEYENNE,1
Cigna,029 Psychiatry,ELBERT,1
Cigna,029 Psychiatry,FREMONT,1
Cigna,029 Psychiatry,KIT CARSON,1
Cigna,029 Psychiatry,LAKE,1
Cigna,029 Psychiatry,LINCOLN,1
Cigna,029 Psychiatry,LOGAN,1
Cigna,029 Psychiatry,MOFFAT,1
Cigna,029 Psychiatry,OTERO,1
Cigna,029 Psychiatry,PHILLIPS,1
Cigna,029 Psychiatry,PROWERS,1
Cigna,029 Psychiatry,SEDGWICK,1
Cigna,029 Psychiatry,WASHINGTON,1
Cigna,030 Pulmonology,MESA,1
Cigna,030 Pulmonology,PITKIN,1
Cigna,033 Urology,JEFFERSON,1
Cigna,033 Urology,LARIMER,1
Cigna,033 Urology,WELD,1
Cigna,035 Cardiothoracic Surgery,EL PASO,1
Cigna,035 Cardiothoracic Surgery,JEFFERSON,1
Cigna,041 Cardiac Surgery Program,BACA,1
Cigna,041 Cardiac Surgery Program,KIT CARSON,1
Cigna,041 Cardiac Surgery Program,LINCOLN,1
Cigna,041 Cardiac Surgery Program,RIO GRANDE,1
Cigna,041 Cardiac Surgery Program,SUMMIT,1
Cigna,045 Surgical Services (Ambulatory Surgical Centers and Outpatient Hospital),CHAFFEE,1
Cigna,045 Surgical Services (Ambulatory Surgical Centers and Outpatient Hospital),EL PASO,1
Cigna,045 Surgical Services (Ambulatory Surgical Centers and Outpatient Hospital),LARIMER,1
Cigna,047 Diagnostic Radiology (free-standing; hospital outpatient; ambulatory health facilities with Dx Radiology),BROOMFIELD,1
Cigna,047 Diagnostic Radiology (free-standing; hospital outpatient; ambulatory health facilities with Dx Radiology),DOUGLAS,1
Cigna,049 Physical Therapy (individual physical therapists providing care in Free-standing; hospital outpatient and ambulatory health care facilities),BROOMFIELD,1
